text,label,language,priority
Poor public transport in City Center,Public Services,English,Low
Road construction incomplete in Civil Lines,Roads,English,Medium
Station Road में गंदा पानी आ रहा है,Water,Hindi,Low
No drinking water in Subhash Chowk,Water,English,Low
Road is damaged in Sector 5,Roads,English,Medium
City Center में कूड़ेदान भरे हुए हैं,Sanitation,Hindi,Medium
Civil Lines में खराब सड़क के कारण ट्रैफिक समस्या है,Roads,Hindi,Low
Electric pole damaged in Shivaji Colony,Electricity,English,Medium
Drain blockage reported in City Center,Sanitation,English,Low
Low voltage issue in Village Area,Electricity,English,Medium
Drain blockage reported in Station Road,Sanitation,English,Low
Rajendra Nagar में वोल्टेज की समस्या है,Electricity,Hindi,Low
Citizen service center closed in Village Area,Public Services,English,Low
Power cut since morning in MG Road,Electricity,English,Medium
MG Road में सरकारी सेवा में देरी हो रही है,Public Services,Hindi,Low
Ward 12 में स्कूल सुविधा की शिकायत है,Public Services,Hindi,Medium
Waste dumping issue in Subhash Chowk,Sanitation,English,Medium
Low water pressure in Shivaji Colony,Water,English,Medium
Civil Lines में कूड़ेदान भरे हुए हैं,Sanitation,Hindi,Low
Station Road में अस्पताल सेवा की समस्या है,Public Services,Hindi,Medium
Waterlogging on roads in Village Area,Roads,English,Low
Water supply is not available in Sector 5,Water,English,Low
Old City की सड़कें गंदी हैं,Sanitation,Hindi,Low
Shivaji Colony में कचरा फैलाया जा रहा है,Sanitation,Hindi,Low
Industrial Area में सड़क में दरारें हैं,Roads,Hindi,Low
Electric wires are hanging dangerously in Ward 12,Electricity,English,High
Old City में टूटी सड़क से दुर्घटनाएं हो रही हैं,Roads,Hindi,Medium
Rajendra Nagar में सड़क में दरारें हैं,Roads,Hindi,Medium
Civil Lines में सड़क असमान है,Roads,Hindi,Low
Station Road में सरकारी कार्यालय जवाब नहीं दे रहा,Public Services,Hindi,Low
Rajendra Nagar में नाली से बदबू आ रही है,Sanitation,Hindi,Medium
City Center में कूड़ेदान भरे हुए हैं,Sanitation,Hindi,Low
Water supply is not available in Sector 5,Water,English,Low
Station Road में सुबह से बिजली गई हुई है,Electricity,Hindi,Low
Industrial Area में पानी की पाइप टूट गई है,Water,Hindi,Medium
Old City में पार्क रखरखाव की समस्या है,Public Services,Hindi,Low
Low water pressure in Civil Lines,Water,English,Medium
Water leakage from pipeline in Main Market,Water,English,Low
MG Road में सुबह से बिजली गई हुई है,Electricity,Hindi,Medium
Shivaji Colony में बिजली का खंभा टूट गया है,Electricity,Hindi,Medium
Village Area में स्ट्रीट लाइट काम नहीं कर रही,Electricity,Hindi,Medium
Rajendra Nagar में मच्छरों की समस्या बढ़ रही है,Sanitation,Hindi,Medium
Sector 5 में वोल्टेज की समस्या है,Electricity,Hindi,Medium
Station Road में अस्पताल सेवा की समस्या है,Public Services,Hindi,Low
Industrial Area में नाली जाम है,Sanitation,Hindi,Low
Frequent voltage fluctuations in Sector 5,Electricity,English,Medium
Citizen service center closed in Ward 12,Public Services,English,Low
Open drains causing problems in Shivaji Colony,Sanitation,English,Medium
MG Road में पानी की टंकी ओवरफ्लो हो रही है,Water,Hindi,Low
Bridge damaged near Rajendra Nagar,Roads,English,Medium
Water leakage from pipeline in MG Road,Water,English,Medium
Road is damaged in Rajendra Nagar,Roads,English,Medium
Nehru Nagar में पानी की सप्लाई नहीं है,Water,Hindi,Medium
Unclean streets in Sector 5,Sanitation,English,Low
Sector 5 की सड़कें गंदी हैं,Sanitation,Hindi,Low
Rajendra Nagar में पानी का प्रेशर कम है,Water,Hindi,Low
Old City में नाली जाम है,Sanitation,Hindi,Medium
Village Area में नाली से बदबू आ रही है,Sanitation,Hindi,Low
Village Area में सुबह से बिजली गई हुई है,Electricity,Hindi,Medium
Ward 12 में खराब सड़क के कारण ट्रैफिक समस्या है,Roads,Hindi,Low
Low water pressure in City Center,Water,English,Medium
Transformer exploded near Civil Lines,Electricity,English,High
There is no electricity in Nehru Nagar,Electricity,English,Medium
Bad smell from drainage in Main Market,Sanitation,English,Low
City Center में सुबह से बिजली गई हुई है,Electricity,Hindi,Medium
Ward 12 में कचरा फैलाया जा रहा है,Sanitation,Hindi,Low
Green Park में नागरिक सेवा केंद्र बंद है,Public Services,Hindi,Medium
City Center की सड़कें गंदी हैं,Sanitation,Hindi,Low
Nehru Nagar में बिजली के तार खतरनाक स्थिति में हैं,Electricity,Hindi,High
Public park maintenance issue in Subhash Chowk,Public Services,English,Low
Public sanitation issue in Old City,Sanitation,English,Medium
Rajendra Nagar में बिजली के तार खतरनाक स्थिति में हैं,Electricity,Hindi,High
Traffic issue due to bad roads in Shivaji Colony,Roads,English,Low
Civil Lines में सरकारी कार्यालय जवाब नहीं दे रहा,Public Services,Hindi,Low
Sector 5 में लो वोल्टेज की समस्या है,Electricity,Hindi,Medium
Old City में पानी का प्रेशर कम है,Water,Hindi,Low
Nehru Nagar में पानी की पाइप टूट गई है,Water,Hindi,Low
Low voltage issue in MG Road,Electricity,English,Low
Ward 12 में टूटी सड़क से दुर्घटनाएं हो रही हैं,Roads,Hindi,Low
Sector 5 में सार्वजनिक सुरक्षा की समस्या है,Public Services,Hindi,Low
Civil Lines में खराब सड़क के कारण ट्रैफिक समस्या है,Roads,Hindi,Medium
Civil Lines में टूटी सड़क से दुर्घटनाएं हो रही हैं,Roads,Hindi,Medium
Mosquito problem due to dirty drains in Rajendra Nagar,Sanitation,English,Low
Industrial Area में सार्वजनिक शौचालय गंदा है,Public Services,Hindi,Medium
Subhash Chowk की सड़कें गंदी हैं,Sanitation,Hindi,Medium
No drinking water in Shivaji Colony,Water,English,Low
Electric pole damaged in Subhash Chowk,Electricity,English,Medium
Electric pole damaged in Subhash Chowk,Electricity,English,Medium
Village Area में पानी की कमी है,Water,Hindi,Low
MG Road में बिजली नहीं है,Electricity,Hindi,Medium
City Center में सरकारी सेवा में देरी हो रही है,Public Services,Hindi,Medium
Public toilet is dirty in Station Road,Public Services,English,Medium
Water contamination issue in Subhash Chowk,Water,English,Medium
Public toilet is dirty in Rajendra Nagar,Public Services,English,Medium
Shivaji Colony में कूड़ेदान भरे हुए हैं,Sanitation,Hindi,Low
Shivaji Colony में शॉर्ट सर्किट हुआ है,Electricity,Hindi,Medium
Shivaji Colony में पानी का प्रेशर कम है,Water,Hindi,Low
Sector 5 में पानी की पाइप टूट गई है,Water,Hindi,Low
Water leakage from pipeline in Shivaji Colony,Water,English,Low
Transformer exploded near Subhash Chowk,Electricity,English,High
Dirty water coming in taps at Old City,Water,English,Medium
Main Market में कूड़ेदान भरे हुए हैं,Sanitation,Hindi,Medium
Rajendra Nagar में कचरा फैलाया जा रहा है,Sanitation,Hindi,Low
Water tank is overflowing in Shivaji Colony,Water,English,High
Public sanitation issue in Subhash Chowk,Sanitation,English,Low
Water contamination issue in Main Market,Water,English,Low
Subhash Chowk में अस्पताल सेवा की समस्या है,Public Services,Hindi,Low
Nehru Nagar में स्ट्रीट लाइट काम नहीं कर रही,Public Services,Hindi,Medium
Poor public transport in Main Market,Public Services,English,Low
Main Market में बिजली के तार खतरनाक स्थिति में हैं,Electricity,Hindi,High
Road cracks reported in Old City,Roads,English,Medium
City Center में सीवेज ओवरफ्लो हो रहा है,Sanitation,Hindi,Low
Village Area में सार्वजनिक शौचालय गंदा है,Public Services,Hindi,Low
MG Road में पानी की सप्लाई नहीं है,Water,Hindi,Low
Citizen service center closed in Industrial Area,Public Services,English,Medium
Power outage for several hours in Ward 12,Electricity,English,Medium
Street lights not functioning in Station Road,Public Services,English,Low
Sewage overflow in Old City,Sanitation,English,High
Rajendra Nagar के पास पुल क्षतिग्रस्त है,Roads,Hindi,Medium
Industrial Area में टूटी सड़क से दुर्घटनाएं हो रही हैं,Roads,Hindi,Low
Electric pole damaged in Sector 5,Electricity,English,Medium
Nehru Nagar में सीवेज ओवरफ्लो हो रहा है,Sanitation,Hindi,Medium
Unclean streets in Station Road,Sanitation,English,Medium
Public park maintenance issue in Old City,Public Services,English,Low
Rajendra Nagar में सड़क निर्माण अधूरा है,Roads,Hindi,Low
City Center में सार्वजनिक सफाई की समस्या है,Sanitation,Hindi,Low
Nehru Nagar में सार्वजनिक सुरक्षा की समस्या है,Public Services,Hindi,Low
City Center में पानी की सप्लाई नहीं है,Water,Hindi,Low
Old City के पास पुल क्षतिग्रस्त है,Roads,Hindi,Medium
No drinking water in Station Road,Water,English,Medium
Main Market में अस्पताल सेवा की समस्या है,Public Services,Hindi,Medium
Broken road causing accidents in Ward 12,Roads,English,High
Subhash Chowk के पास पाइपलाइन फट गई,Water,Hindi,High
Electric wires are hanging dangerously in Ward 12,Electricity,English,High
Poor public transport in Nehru Nagar,Public Services,English,Medium
Shivaji Colony में कूड़ेदान भरे हुए हैं,Sanitation,Hindi,Medium
Old City में सड़क में दरारें हैं,Roads,Hindi,Medium
Sector 5 के पास सड़क में गड्ढे हैं,Roads,Hindi,Low
Rajendra Nagar में पानी की कमी है,Water,Hindi,Low
Industrial Area में सार्वजनिक शौचालय गंदा है,Public Services,Hindi,Medium
Rajendra Nagar में स्ट्रीट लाइट काम नहीं कर रही,Electricity,Hindi,Medium
Ward 12 में अस्पताल सेवा की समस्या है,Public Services,Hindi,Low
Bridge damaged near Green Park,Roads,English,Medium
Transformer exploded near Sector 5,Electricity,English,High
Green Park में स्कूल सुविधा की शिकायत है,Public Services,Hindi,Low
No drinking water in Rajendra Nagar,Water,English,Low
Main Market में कचरा फैलाया जा रहा है,Sanitation,Hindi,Medium
Sewage overflow in Village Area,Sanitation,English,High
Village Area में सार्वजनिक परिवहन खराब है,Public Services,Hindi,Medium
Water leakage from pipeline in Nehru Nagar,Water,English,Low
Poor public transport in Sector 5,Public Services,English,Low
MG Road में पानी का प्रेशर कम है,Water,Hindi,Low
Public toilet is dirty in Sector 5,Public Services,English,Medium
Old City के पास सड़क में गड्ढे हैं,Roads,Hindi,Medium
Water supply is not available in Old City,Water,English,Low
Industrial Area में पानी की सप्लाई नहीं है,Water,Hindi,Medium
Old City में पाइपलाइन से पानी लीक हो रहा है,Water,Hindi,Medium
Main Market में सार्वजनिक परिवहन खराब है,Public Services,Hindi,Medium
Rajendra Nagar में सार्वजनिक सफाई की समस्या है,Sanitation,Hindi,Low
Broken water pipe in Civil Lines,Water,English,Medium
Subhash Chowk में सुबह से बिजली गई हुई है,Electricity,Hindi,Low
Old City के पास पाइपलाइन फट गई,Water,Hindi,High
No drinking water in Civil Lines,Water,English,Medium
Nehru Nagar में पीने का पानी नहीं है,Water,Hindi,Medium
Old City में कचरा फैलाया जा रहा है,Sanitation,Hindi,Low
Station Road में सार्वजनिक सुरक्षा की समस्या है,Public Services,Hindi,Medium
Power cut since morning in Green Park,Electricity,English,Low
Road cracks reported in City Center,Roads,English,Medium
Drain blockage reported in Rajendra Nagar,Sanitation,English,Low
Subhash Chowk में बिजली नहीं है,Electricity,Hindi,Low
Electric pole damaged in Ward 12,Electricity,English,Low
Ward 12 में पीने का पानी नहीं है,Water,Hindi,Low
Poor public transport in City Center,Public Services,English,Medium
There is no electricity in Rajendra Nagar,Electricity,English,Medium
Public safety concern in Shivaji Colony,Public Services,English,Medium
Subhash Chowk में कचरा नहीं उठाया गया,Sanitation,Hindi,Low
Pipeline burst near Civil Lines,Water,English,High
Unclean streets in Civil Lines,Sanitation,English,Low
Road cracks reported in Industrial Area,Roads,English,Medium
Uneven road surface in Green Park,Roads,English,Low
City Center के पास ट्रांसफार्मर फट गया,Electricity,Hindi,High
Ward 12 में सुबह से बिजली गई हुई है,Electricity,Hindi,Low
Water tank is overflowing in Subhash Chowk,Water,English,High
Main Market में सड़क में दरारें हैं,Roads,Hindi,Low
Shivaji Colony में पानी का प्रेशर कम है,Water,Hindi,Low
Green Park में सीवेज ओवरफ्लो हो रहा है,Sanitation,Hindi,Medium
Subhash Chowk में पीने का पानी नहीं है,Water,Hindi,Medium
Low water pressure in Industrial Area,Water,English,Low
Shivaji Colony में बिजली नहीं है,Electricity,Hindi,Medium
Shivaji Colony में पाइपलाइन से पानी लीक हो रहा है,Water,Hindi,Low
Ward 12 में सार्वजनिक शौचालय गंदा है,Public Services,Hindi,Medium
Green Park में पानी की सप्लाई नहीं है,Water,Hindi,Medium
Green Park में नागरिक सेवा केंद्र बंद है,Public Services,Hindi,Medium
Public sanitation issue in Shivaji Colony,Sanitation,English,Low
Old City में शॉर्ट सर्किट हुआ है,Electricity,Hindi,Medium
Potholes on road near Rajendra Nagar,Roads,English,Low
Electric wires are hanging dangerously in Rajendra Nagar,Electricity,English,High
No drinking water in Nehru Nagar,Water,English,Medium
Pipeline burst near Industrial Area,Water,English,High
Garbage has not been collected in Green Park,Sanitation,English,Low
Station Road में बिजली का खंभा टूट गया है,Electricity,Hindi,Medium
Industrial Area में शॉर्ट सर्किट हुआ है,Electricity,Hindi,Medium
Hospital service issue in Civil Lines,Public Services,English,Medium
Public sanitation issue in Rajendra Nagar,Sanitation,English,Low
Shivaji Colony के पास ट्रांसफार्मर फट गया,Electricity,Hindi,High
Government office not responding in Shivaji Colony,Public Services,English,Low
Uneven road surface in Nehru Nagar,Roads,English,Medium
Road repair needed in Station Road,Roads,English,Medium
No drinking water in Industrial Area,Water,English,Low
Station Road में बिजली का खंभा टूट गया है,Electricity,Hindi,Medium
No drinking water in Ward 12,Water,English,Medium
Civil Lines में बिजली का खंभा टूट गया है,Electricity,Hindi,Low
Rajendra Nagar में बिजली के तार खतरनाक स्थिति में हैं,Electricity,Hindi,High
Sector 5 में पानी की पाइप टूट गई है,Water,Hindi,Medium
Green Park में सार्वजनिक सुरक्षा की समस्या है,Public Services,Hindi,Low
Ward 12 में नाली जाम है,Sanitation,Hindi,Medium
Unclean streets in Subhash Chowk,Sanitation,English,Low
Civil Lines में बिजली का खंभा टूट गया है,Electricity,Hindi,Low
Public sanitation issue in Main Market,Sanitation,English,Medium
Traffic issue due to bad roads in Subhash Chowk,Roads,English,Low
Old City में सरकारी सेवा में देरी हो रही है,Public Services,Hindi,Medium
Electric pole damaged in Station Road,Electricity,English,Low
Poor public transport in Sector 5,Public Services,English,Low
Dirty water coming in taps at City Center,Water,English,Low
Traffic issue due to bad roads in Shivaji Colony,Roads,English,Medium
Rajendra Nagar में कचरा फैलाया जा रहा है,Sanitation,Hindi,Low
Road repair needed in Shivaji Colony,Roads,English,Medium
Subhash Chowk में बिजली का खंभा टूट गया है,Electricity,Hindi,Medium
Ward 12 में बिजली का खंभा टूट गया है,Electricity,Hindi,Low
Station Road में सीवेज ओवरफ्लो हो रहा है,Sanitation,Hindi,Low
Government office not responding in Station Road,Public Services,English,Medium
Road is damaged in Village Area,Roads,English,Low
Sector 5 में पानी की सप्लाई नहीं है,Water,Hindi,Medium
Dirty water coming in taps at Shivaji Colony,Water,English,Low
Road repair needed in Nehru Nagar,Roads,English,Low
Main Market में नागरिक सेवा केंद्र बंद है,Public Services,Hindi,Low
Subhash Chowk के पास पाइपलाइन फट गई,Water,Hindi,High
Electric pole damaged in Sector 5,Electricity,English,Medium
Ward 12 में सार्वजनिक सफाई की समस्या है,Sanitation,Hindi,Medium
School facility complaint in Shivaji Colony,Public Services,English,Low
Village Area में सार्वजनिक सुरक्षा की समस्या है,Public Services,Hindi,Low
Frequent voltage fluctuations in Civil Lines,Electricity,English,Low
Nehru Nagar में नाली से बदबू आ रही है,Sanitation,Hindi,Medium
Hospital service issue in Subhash Chowk,Public Services,English,Medium
Traffic issue due to bad roads in Shivaji Colony,Roads,English,Low
MG Road में नाली से बदबू आ रही है,Sanitation,Hindi,Low
Station Road में खुली नालियों से समस्या हो रही है,Sanitation,Hindi,Medium
Main Market में नाली जाम है,Sanitation,Hindi,Medium
Garbage has not been collected in Main Market,Sanitation,English,Low
Open drains causing problems in Ward 12,Sanitation,English,Low
City Center में पानी का प्रेशर कम है,Water,Hindi,Medium
Village Area में बिजली के तार खतरनाक स्थिति में हैं,Electricity,Hindi,High
Civil Lines में पानी की कमी है,Water,Hindi,Low
School facility complaint in Subhash Chowk,Public Services,English,Low
Sector 5 में खुली नालियों से समस्या हो रही है,Sanitation,Hindi,Medium
Waterlogging on roads in Industrial Area,Roads,English,Low
Rajendra Nagar में पार्क रखरखाव की समस्या है,Public Services,Hindi,Low
City Center में पीने का पानी नहीं है,Water,Hindi,Low
Road repair needed in Rajendra Nagar,Roads,English,Low
Main Market में सरकारी सेवा में देरी हो रही है,Public Services,Hindi,Low
Green Park में खराब सड़क के कारण ट्रैफिक समस्या है,Roads,Hindi,Medium
Industrial Area में अस्पताल सेवा की समस्या है,Public Services,Hindi,Medium
Shivaji Colony में पार्क रखरखाव की समस्या है,Public Services,Hindi,Low
Old City की सड़कें गंदी हैं,Sanitation,Hindi,Medium
Open drains causing problems in Station Road,Sanitation,English,Medium
Shivaji Colony में पानी की सप्लाई नहीं है,Water,Hindi,Medium
Subhash Chowk में सार्वजनिक शौचालय गंदा है,Public Services,Hindi,Medium
Poor public transport in Old City,Public Services,English,Low
Ward 12 में सड़क पर पानी भर गया है,Roads,Hindi,Low
Frequent voltage fluctuations in MG Road,Electricity,English,Low
Rajendra Nagar में सड़क की मरम्मत की आवश्यकता है,Roads,Hindi,Medium
Shivaji Colony में सार्वजनिक सुरक्षा की समस्या है,Public Services,Hindi,Medium
Subhash Chowk में पानी की कमी है,Water,Hindi,Medium
Power cut since morning in MG Road,Electricity,English,Medium
Subhash Chowk में पार्क रखरखाव की समस्या है,Public Services,Hindi,Medium
Transformer exploded near Shivaji Colony,Electricity,English,High
Old City में पाइपलाइन से पानी लीक हो रहा है,Water,Hindi,Medium
Ward 12 में सड़क निर्माण अधूरा है,Roads,Hindi,Low
Main Market में कई घंटों से बिजली नहीं है,Electricity,Hindi,Medium
Subhash Chowk में सार्वजनिक शौचालय गंदा है,Public Services,Hindi,Medium
Civil Lines में सड़क असमान है,Roads,Hindi,Medium
Open drains causing problems in MG Road,Sanitation,English,Medium
Waterlogging on roads in MG Road,Roads,English,Medium
Civil Lines में मच्छरों की समस्या बढ़ रही है,Sanitation,Hindi,Medium
Green Park में स्ट्रीट लाइट काम नहीं कर रही,Public Services,Hindi,Low
Water shortage reported in Ward 12,Water,English,Low
Old City में नागरिक सेवा केंद्र बंद है,Public Services,Hindi,Low
Ward 12 में पानी की सप्लाई नहीं है,Water,Hindi,Low
Subhash Chowk में सड़क में दरारें हैं,Roads,Hindi,Medium
Station Road में पार्क रखरखाव की समस्या है,Public Services,Hindi,Low
Nehru Nagar में खुली नालियों से समस्या हो रही है,Sanitation,Hindi,Low
Traffic issue due to bad roads in Subhash Chowk,Roads,English,Medium
Station Road में बिजली का खंभा टूट गया है,Electricity,Hindi,Low
Water leakage from pipeline in Ward 12,Water,English,Low
Industrial Area में पानी की टंकी ओवरफ्लो हो रही है,Water,Hindi,Medium
Water contamination issue in City Center,Water,English,Medium
Electric pole damaged in Green Park,Electricity,English,Low
Electric pole damaged in Civil Lines,Electricity,English,Medium
Shivaji Colony में पानी की कमी है,Water,Hindi,Medium
Citizen service center closed in Shivaji Colony,Public Services,English,Low
Ward 12 के पास पुल क्षतिग्रस्त है,Roads,Hindi,Low
Village Area में टूटी सड़क से दुर्घटनाएं हो रही हैं,Roads,Hindi,Medium
Sewage overflow in Industrial Area,Sanitation,English,High
Public safety concern in Shivaji Colony,Public Services,English,Low
Electric wires are hanging dangerously in Ward 12,Electricity,English,High
There is no electricity in Subhash Chowk,Electricity,English,Medium
Street lights not functioning in Main Market,Public Services,English,Medium
Subhash Chowk में स्ट्रीट लाइट काम नहीं कर रही,Electricity,Hindi,Medium
Shivaji Colony के पास पुल क्षतिग्रस्त है,Roads,Hindi,Low
Civil Lines में नागरिक सेवा केंद्र बंद है,Public Services,Hindi,Medium
Shivaji Colony में सड़क असमान है,Roads,Hindi,Low
Main Market में सड़क खराब है,Roads,Hindi,Low
No drinking water in Village Area,Water,English,Medium
Nehru Nagar के पास ट्रांसफार्मर फट गया,Electricity,Hindi,High
Low water pressure in City Center,Water,English,Medium
Electric pole damaged in Sector 5,Electricity,English,Medium
Power cut since morning in Old City,Electricity,English,Medium
Shivaji Colony में सड़क निर्माण अधूरा है,Roads,Hindi,Medium
Station Road में बिजली नहीं है,Electricity,Hindi,Medium
Sector 5 में सार्वजनिक सफाई की समस्या है,Sanitation,Hindi,Low
Rajendra Nagar में गंदा पानी आ रहा है,Water,Hindi,Low
Shivaji Colony में कचरा नहीं उठाया गया,Sanitation,Hindi,Low
City Center में सार्वजनिक परिवहन खराब है,Public Services,Hindi,Medium
No drinking water in City Center,Water,English,Medium
Dirty water coming in taps at Old City,Water,English,Medium
MG Road में सड़क खराब है,Roads,Hindi,Low
Public sanitation issue in Green Park,Sanitation,English,Medium
Water supply is not available in Green Park,Water,English,Medium
Ward 12 में मच्छरों की समस्या बढ़ रही है,Sanitation,Hindi,Medium
Sector 5 में पार्क रखरखाव की समस्या है,Public Services,Hindi,Medium
Industrial Area में पानी की कमी है,Water,Hindi,Medium
There is no electricity in Village Area,Electricity,English,Medium
Street lights are not working in Subhash Chowk,Electricity,English,Low
Water leakage from pipeline in Subhash Chowk,Water,English,Low
Waste dumping issue in Old City,Sanitation,English,Low
Ward 12 में पानी की सप्लाई नहीं है,Water,Hindi,Medium
Main Market की सड़कें गंदी हैं,Sanitation,Hindi,Medium
Frequent voltage fluctuations in Rajendra Nagar,Electricity,English,Medium
Bridge damaged near Shivaji Colony,Roads,English,Low
Street lights not functioning in Ward 12,Public Services,English,Medium
Main Market में कचरा नहीं उठाया गया,Sanitation,Hindi,Medium
Civil Lines में सड़क निर्माण अधूरा है,Roads,Hindi,Medium
School facility complaint in Ward 12,Public Services,English,Low
No drinking water in Subhash Chowk,Water,English,Low
Public park maintenance issue in Rajendra Nagar,Public Services,English,Medium
Water leakage from pipeline in City Center,Water,English,Medium
Water supply is not available in Green Park,Water,English,Low
Waste dumping issue in Ward 12,Sanitation,English,Low
Sector 5 में पार्क रखरखाव की समस्या है,Public Services,Hindi,Low
Old City में स्ट्रीट लाइट काम नहीं कर रही,Electricity,Hindi,Low
Water shortage reported in Ward 12,Water,English,Low
Garbage has not been collected in Village Area,Sanitation,English,Medium
Road repair needed in Old City,Roads,English,Medium
Delay in government service at Sector 5,Public Services,English,Medium
Village Area में खराब सड़क के कारण ट्रैफिक समस्या है,Roads,Hindi,Medium
Subhash Chowk में कचरा फैलाया जा रहा है,Sanitation,Hindi,Low
Water contamination issue in Ward 12,Water,English,Medium
Subhash Chowk में सड़क की मरम्मत की आवश्यकता है,Roads,Hindi,Medium
Water shortage reported in Sector 5,Water,English,Low
Short circuit reported in Subhash Chowk,Electricity,English,Medium
Civil Lines में वोल्टेज की समस्या है,Electricity,Hindi,Medium
Industrial Area में सड़क खराब है,Roads,Hindi,Medium
Water leakage from pipeline in Old City,Water,English,Low
Nehru Nagar में कूड़ेदान भरे हुए हैं,Sanitation,Hindi,Low
Overflowing garbage bins in Old City,Sanitation,English,High
Main Market में बिजली नहीं है,Electricity,Hindi,Medium
Main Market में वोल्टेज की समस्या है,Electricity,Hindi,Medium
Bad smell from drainage in Subhash Chowk,Sanitation,English,Low
Delay in government service at Subhash Chowk,Public Services,English,Low
Water leakage from pipeline in Subhash Chowk,Water,English,Low
Village Area में कूड़ेदान भरे हुए हैं,Sanitation,Hindi,Low
Subhash Chowk में सार्वजनिक शौचालय गंदा है,Public Services,Hindi,Medium
Sewage overflow in Main Market,Sanitation,English,High
Power cut since morning in Rajendra Nagar,Electricity,English,Low
Civil Lines में सरकारी सेवा में देरी हो रही है,Public Services,Hindi,Medium
Civil Lines में नागरिक सेवा केंद्र बंद है,Public Services,Hindi,Low
Water tank is overflowing in Shivaji Colony,Water,English,High
Waterlogging on roads in City Center,Roads,English,Medium
Village Area में नाली से बदबू आ रही है,Sanitation,Hindi,Medium
Industrial Area में लो वोल्टेज की समस्या है,Electricity,Hindi,Low
Main Market में खुली नालियों से समस्या हो रही है,Sanitation,Hindi,Low
School facility complaint in Main Market,Public Services,English,Low
Dirty water coming in taps at Industrial Area,Water,English,Low
Shivaji Colony में वोल्टेज की समस्या है,Electricity,Hindi,Medium
Civil Lines में अस्पताल सेवा की समस्या है,Public Services,Hindi,Low
Frequent voltage fluctuations in Civil Lines,Electricity,English,Medium
Industrial Area में अस्पताल सेवा की समस्या है,Public Services,Hindi,Medium
Ward 12 में कचरा नहीं उठाया गया,Sanitation,Hindi,Medium
Shivaji Colony में नागरिक सेवा केंद्र बंद है,Public Services,Hindi,Medium
Public toilet is dirty in Rajendra Nagar,Public Services,English,Low
Broken road causing accidents in Sector 5,Roads,English,High
Subhash Chowk में स्ट्रीट लाइट काम नहीं कर रही,Public Services,Hindi,Medium
Rajendra Nagar में स्ट्रीट लाइट काम नहीं कर रही,Public Services,Hindi,Low
Dirty water coming in taps at Village Area,Water,English,Medium
Water tank is overflowing in Ward 12,Water,English,High
Drain blockage reported in Industrial Area,Sanitation,English,Medium
Garbage has not been collected in City Center,Sanitation,English,Medium
Water supply is not available in Civil Lines,Water,English,Low
Ward 12 में सड़क में दरारें हैं,Roads,Hindi,Low
Civil Lines में पीने का पानी नहीं है,Water,Hindi,Low
Overflowing garbage bins in Industrial Area,Sanitation,English,High
Broken road causing accidents in Green Park,Roads,English,High
Public toilet is dirty in MG Road,Public Services,English,Medium
Transformer exploded near Main Market,Electricity,English,High
Road is damaged in MG Road,Roads,English,Medium
Delay in government service at City Center,Public Services,English,Low
Electric pole damaged in Subhash Chowk,Electricity,English,Medium
Green Park में शॉर्ट सर्किट हुआ है,Electricity,Hindi,Low
Green Park में पानी दूषित है,Water,Hindi,Medium
Green Park में लो वोल्टेज की समस्या है,Electricity,Hindi,Medium
Water tank is overflowing in Industrial Area,Water,English,High
Station Road में स्ट्रीट लाइट काम नहीं कर रही,Electricity,Hindi,Low
Ward 12 में सड़क खराब है,Roads,Hindi,Medium
Subhash Chowk के पास पुल क्षतिग्रस्त है,Roads,Hindi,Medium
Unclean streets in Green Park,Sanitation,English,Medium
Public park maintenance issue in Ward 12,Public Services,English,Low
Main Market में सड़क असमान है,Roads,Hindi,Medium
There is no electricity in Nehru Nagar,Electricity,English,Low
Unclean streets in Main Market,Sanitation,English,Medium
Old City में अस्पताल सेवा की समस्या है,Public Services,Hindi,Low
MG Road में स्ट्रीट लाइट काम नहीं कर रही,Electricity,Hindi,Medium
Main Market में सड़क में दरारें हैं,Roads,Hindi,Low
Garbage has not been collected in Industrial Area,Sanitation,English,Low
Pipeline burst near Civil Lines,Water,English,High
Main Market में पीने का पानी नहीं है,Water,Hindi,Low
Power outage for several hours in Main Market,Electricity,English,Low
Nehru Nagar में पानी की कमी है,Water,Hindi,Medium
Water leakage from pipeline in Shivaji Colony,Water,English,Low
Sector 5 के पास ट्रांसफार्मर फट गया,Electricity,Hindi,High
Subhash Chowk में सुबह से बिजली गई हुई है,Electricity,Hindi,Medium
Main Market में सड़क में दरारें हैं,Roads,Hindi,Medium
Citizen service center closed in Rajendra Nagar,Public Services,English,Medium
Sector 5 में शॉर्ट सर्किट हुआ है,Electricity,Hindi,Medium
Garbage has not been collected in Village Area,Sanitation,English,Low
Sector 5 में गंदा पानी आ रहा है,Water,Hindi,Low
Waterlogging on roads in Green Park,Roads,English,Low
Village Area में खराब सड़क के कारण ट्रैफिक समस्या है,Roads,Hindi,Low
No drinking water in Rajendra Nagar,Water,English,Low
Nehru Nagar में टूटी सड़क से दुर्घटनाएं हो रही हैं,Roads,Hindi,Low
Sewage overflow in Main Market,Sanitation,English,High
City Center में सार्वजनिक परिवहन खराब है,Public Services,Hindi,Low
There is no electricity in Sector 5,Electricity,English,Medium
Civil Lines में मच्छरों की समस्या बढ़ रही है,Sanitation,Hindi,Medium
Garbage has not been collected in Main Market,Sanitation,English,Low
